Trade Number,P&L
1,194.02106706734048
2,-169.5228863179036
3,159.7910760646664
4,146.38344492239048
5,-817.0623126650644
6,-131.1313729278736
7,476.31421321746166
8,-180.14055952578565
9,183.57022927736034
10,360.583092073015
11,312.03585086267776
12,-125.54245918165907
13,-152.6968970875787
14,126.90985770885527
15,119.89673989544099
16,267.9925661187772
17,249.77454719120942
18,-47.05273848112847
19,-56.58571693408885
20,9.199995096631028
21,-546.8061755150156
22,31.405629033240984
23,-228.06026553876654
24,-339.1189975826819
25,-77.65272904504309
26,2.377913737036579
27,-109.05644442022822
28,284.67583246354843
29,-167.07391196648314
30,690.0766283100202
31,-65.99950850716777
32,124.59089096939351
33,-568.5742569297217
34,-21.65618093710873
35,-104.96407320253456
36,24.649538874167774
37,264.51313483322156
38,-599.1888038967554
39,-4.688402005998796
40,-10.896242439850539
41,-21.93019006723989
42,148.64840858409298
43,319.7064044446124
44,-125.47634483800357
45,195.83583827944312
46,296.1315725515451
47,-473.5832408827955
48,185.95362569877398
49,32.26640927590779
50,-21.976609437424486
51,420.2380327712199
52,-254.7844113358442
53,-94.06567678257488
54,75.03721276927172
55,225.23207795333656
56,253.75142667632463
57,-219.40006408155386
58,-99.32324134906958
59,282.39640530799807
60,-176.01922447278776
61,-251.88789561510566
62,19.101335455699882
63,453.9424353233153
64,639.6992747803633
65,-306.5318715364192
66,453.9366493690977
67,-383.48510280896517
68,-27.421139626629156
69,374.817549339019
70,-176.7280550095602
71,1.9088162417283456
72,210.473185328643
73,190.181953020714
74,-30.744872334784304
75,371.84076639123305
76,-76.37287332742198
77,110.88510484389553
78,-13.071788805540564
79,8.108311061649147
80,145.14030490232835
81,124.58888781179485
82,-0.02348241089566727
83,-41.71205646499948
84,46.347593509126455
85,-76.3111988930832
86,556.8787826286607
87,-326.5411966312713
88,138.75971314191338
89,-89.45709992880438
90,-117.9966262445887
91,-173.14392124726146
92,190.92736743824935
93,-74.81310137889159
94,375.1220738900447
95,-270.112428800785
96,199.77247107509174
97,-156.61402864166303
98,116.75674612163857
99,411.5044564570708
100,144.6531178669029
101,-70.04768141195746
102,-391.2208764506977
103,-2.6138314903364517
104,-59.73732812723756
105,244.19180805405267
106,179.2375040654406
107,319.6859040305899
108,-209.21517208568548
109,186.8366889019635
110,-287.3903130210965
111,-180.957280456405
112,305.76641807756096
113,-328.2512198495315
114,-2.36911039014376
115,28.644771700459387
116,59.13884972573578
117,-234.55301232282
118,513.5216300152388
119,-17.74893763577711
120,-115.59258246731042
121,192.50258709979244
122,117.28543913049725
123,500.71492959884927
124,-265.3266019284092
125,-572.5994789914403
126,348.61469775589285
127,-142.07495006838144
128,-51.601432839321205
129,211.62613322297693
130,-5.540420466688374
131,39.66669999597798
132,513.8320557576917
133,-213.5284970909197
134,-31.879501658433583
135,995.4746680723074
136,109.43519721925259
137,-64.97703865396397
138,843.929750006213
139,222.0805723661033
140,77.01494998204726
141,-184.20950946094308
142,167.27738666624282
143,-212.5270660554488
144,-77.58202529272967
145,28.96950094306885
146,261.25698170125906
147,-141.1370040731199
148,-267.87341184329125
149,-191.93605525632302
150,137.78874743774213
151,-515.9969393900101
152,-159.29312511878743
153,-55.8869103198158
154,698.6589920779006
155,-99.82118839815666
156,139.79639644434428
157,164.0149493111203
158,-48.706193932051974
159,266.7036054176424
160,195.31499829299355
161,-332.754944986762
162,137.77041298910262
163,-83.66821543027982
164,-134.48172495090694
165,-6.64182850553334
166,107.79344035256509
167,-148.83964368499437
168,218.89978203716964
169,233.1093347836977
170,-180.83067847541315
171,73.63027767782842
172,0.697340688566328
173,-336.1480127853574
174,1191.7104929881389
175,-264.44490516818405
176,403.24002358712823
177,-73.14915279894922
178,50.518442995857185
179,-122.0749767035195
180,269.53613082093943
181,232.55547477118307
182,135.6273749535867
183,-109.55390553124016
184,535.1952782238623
185,-276.6553975273855
186,73.18240690986568
187,-43.04925963810092
188,22.250670377427014
189,233.72248147580103
190,172.1845172646208
191,-33.0040775831003
192,80.15004793651315
193,124.95421496648123
194,-108.14407504363771
195,8.12425450002047
196,-213.13756808405742
197,-303.37582305861724
198,-48.958385438410915
199,-170.86327396799607
200,44.7342808796202
201,-61.121179034525994
202,217.66004915377562
203,360.54501586467086
204,169.17141021685165
205,156.98636120123774
206,-11.721688319281384
207,-65.54215072868465
208,213.56571731250733
209,-38.47740457416148
210,-403.312725936019
211,171.07913552460377
212,115.58398210808446
213,-72.42662748711882
214,192.6554112155536
215,-91.27304259979064
216,51.132871465477365
217,58.940060162887676
218,-381.90568193961735
219,315.3768805039217
220,-69.53150007630393
221,259.10687266739114
222,259.3622515517127
223,-93.8435846252396
224,-105.06860605282054
225,59.0036370993912
226,125.22016295315552
227,15.998620530828703
228,197.25720398584053
229,670.4879612895274
230,118.0897339432995
231,-68.34584900660047
232,-75.06510319500558
233,224.04800111654367
234,86.2587852668803
235,176.6396221763771
236,-123.1864769949716
237,498.3686900942248
238,37.282888543260924
239,326.6336809937893
240,-89.3166772965833
241,197.31255747494288
242,311.4149439919638
243,110.17571597636561
244,-152.585435892619
245,17.835697588427138
246,298.95559585474257
247,-24.059244665899314
248,25.12746686666287
249,113.37083599713151
250,104.59021032419332
251,418.87816906257285
252,-280.57098829592724
253,-223.6384748990131
254,-7.672684732762718
255,216.13102099591015
256,32.59431501552717
257,177.93298912182945
258,318.4107790584985
259,210.744141217996
260,193.75773444595325
261,42.347838008563485
262,-170.4743545180736
263,196.53742442147632
264,-303.8131940932308
265,-142.1129023568119
266,-15.257022914833215
267,85.42240783112902
268,-50.394229445686506
269,168.61622754954806
270,91.6753449214284
271,-20.497165149095963
272,630.3551658977958
273,-197.46585383026286
274,211.2510932320347
275,-52.15352782241462
276,-5.963155363802798
277,154.12509950279855
278,395.2392125625156
279,-25.354759138814188
280,151.8242349029333
281,300.6973979688755
282,44.000006078094884
283,186.95435124100004
284,128.302742080994
285,-44.446660169649476
286,78.05584515964256
287,-563.5170018153567
288,-89.06737433727358
289,-56.111235964579464
290,72.88394657492609
291,84.92548273334069
292,-45.996675385775234
293,0.5154543387525337
294,-254.01137145222674
295,-62.26233917117497
296,-95.53441511735036
297,-213.92926045309468
298,148.21806637800728
299,20.32520026631755
300,43.9694144906116
301,145.1501310314925
302,-161.05333683534082
303,220.91699660883205
304,-102.14232101740163
305,-327.47703877860295
306,189.59492466998563
307,122.46846768955584
308,52.72280801620036
309,-153.6216133270591
310,165.43177643830495
311,-161.723063086436
312,-156.26955149955756
313,16.093741397051417
314,100.51990542482417
315,175.22031370218428
316,-74.17488142397451
317,-259.3200488435614
318,-65.26096307370062
319,-19.70095587929609
320,-582.3032701783013
321,-212.11659459781004
322,385.68291813311225
323,-168.1833954414833
324,-45.42702291112437
325,391.3542842361676
326,324.73330097905273
327,-327.88066169717786
328,82.6160493240568
329,62.45888178055975
330,343.7101530347936
331,3.835955182850739
332,80.82714752731044
333,197.4256202566612
334,-410.45993904766146
335,81.00404781672842
336,-92.2867453067447
337,-302.3259070921267
338,76.53169746557614
339,104.58943328950045
340,-230.93549908705245
341,328.2686113749005
342,430.11573338551534
343,-0.4015291452087695
344,-331.910039705097
345,250.30869277802412
346,390.74196249114175
347,-398.2371976179202
348,267.331981266434
349,52.488499023223994
350,-7.824683855047624
351,-157.88094228596674
352,109.23983413436144
353,-99.47976761398968
354,186.4070694655893
355,-175.5843666021101
356,-315.74852603006366
357,-153.07936339188745
358,-45.09484238420191
359,672.4328104652486
360,279.38222834850967
361,62.00659883251137
362,-54.94976603192117
363,-165.00369131780462
364,-305.09395539175966
365,-43.68162868809304
366,-366.68023593769976
367,-288.25116711339433
368,-194.4450665951299
369,129.4438874102816
370,-192.69344250876748
371,-87.8584273600245
372,-360.2200244913074
373,456.3149012696558
374,150.28092000577817
375,128.35894274948078
376,157.5894631289484
377,-179.2231925367778
378,162.0723767448835
379,254.05561720640617
380,47.51694431814394
381,-561.3706424017219
382,-77.51144768328231
383,-256.546482955775
384,3.88750553833961
385,198.36712781972528
386,293.1405150856517
387,-221.7202940443167
388,6.709764086957875
389,-266.122519285258
390,-261.96085045471045
391,-240.14386063064376
392,51.3748005464513
393,436.7159689854925
394,-28.350414805929177
395,-228.57584685340044
396,30.22270163304347
397,-108.3860198406037
398,-204.7564819723557
399,-206.98070208854188
400,11.562904275320761
401,-202.53888544050642
402,45.89541105866738
403,-13.426859407809388
404,384.7147725265422
405,64.35424573536511
406,225.32250663566083
407,426.2233593144738
408,59.27140072105249
409,-47.953086230863846
410,196.24190266359074
411,-219.82129213974986
412,-319.6479947999687
413,39.54899387088153
414,41.79025834701315
415,138.02079328913896
416,633.5700722698275
417,-230.86308570951587
418,60.48633963795146
419,-262.5902010002137
420,7.294774411780963
421,483.2053687799671
422,29.87705679802093
423,-29.882279680219654
424,-218.79328866847572
425,118.85438554127904
426,-177.9713052144034
427,123.3751583248013
428,-3.5938743687947863
429,331.6304350284954
430,53.11178574083533
431,452.7896677713834
432,-137.9678030871146
433,-247.5185543225125
434,-294.58056751261756
435,254.20312931288936
436,315.40124545740036
437,-295.17190532596214
438,-27.655937163890485
439,449.64945008082213
440,-301.4113920082382
441,-118.8899927286293
442,57.28158429049654
443,732.9632856584649
444,-26.22929410375582
445,852.0395644352975
446,338.2835130602907
447,-258.26630241738894
448,-274.8328988749781
449,-396.19770480717125
450,-125.21445828776632
451,-72.68553777219131
452,267.27952441513116
453,73.17939673786532
454,198.66967754507277
455,-191.42827408001176
456,372.4794682817519
457,13.254835486313823
458,-83.7283339876085
459,-116.19271949604081
460,429.7583168277961
461,193.10878327263708
462,390.5889136547303
463,7.467600056868832
464,-257.70535924107753
465,-117.95596385970202
466,-69.93575385797158
467,617.7458743348252
468,236.28622917538814
469,93.79792890252429
470,17.262971630851098
471,-324.500452101267
472,121.01897568488494
473,8.436832050392695
474,-159.09971231375675
475,98.33641374160652
476,-56.6718960771359
477,221.87756787433682
478,376.52886966244114
479,-94.08894791251441
480,-166.02836896824738
481,383.3656098376814
482,120.08108069778973
483,809.7378470848889
484,-268.8085126780679
485,183.52475186053925
486,39.24523032111756
487,-177.73592942984396
488,24.85435562359271
489,492.02478191614136
490,236.44492956764952
491,149.39448850518238
492,270.10766108144526
493,286.3245943435577
494,-55.25361905711907
495,-42.010257744834234
496,-252.32705628541225
497,94.2144259744
498,335.4128329971609
499,-85.1833638361586
500,42.599983570753466
501,-35.76163837110835
502,-313.39388413589586
503,241.35657936874304
504,-61.66882348627587
505,-4.760630140217472
506,554.0242099204661
507,-171.86824671330578
508,-24.444376753323013
509,23.829156314857755
510,51.5604237301759
511,49.41551698831245
512,39.618026480802655
513,-74.15527301065958
514,-134.94722376770005
515,50.98032232463083
516,-112.87490025321313
517,-9.3664351936186
518,358.6274730752266
519,56.777336742319676
520,66.7931509121754
521,86.43938635664563
522,-120.37079944721336
523,-3.97069602567899
524,103.88096274813506
525,12.03723789025571
526,154.7495468713587
527,-110.13587210242258
528,19.19653872761228
529,-124.9610082326999
530,-65.86985985764477
531,-136.0086159431903
532,4.016636422231386
533,-427.81321841433237
534,45.74745256173446
535,-123.67850141799317
536,134.5532965656039
537,99.41627217245514
538,331.8563308255016
539,80.77378002899968
540,-99.93742080867196
541,253.58353344216812
542,-100.84734689401375
543,65.00013886598754
544,153.17700324134967
545,-131.08525720726902
546,97.31668666083351
547,146.26636492271064
548,113.39882473142097
549,50.44322134311733
550,-126.6463933895302
551,12.240282068267334
552,269.201131670181
553,245.56923632199505
554,38.16333152136394
555,-8.771903252136326
556,-70.18319961290763
557,-207.5537082141218
558,-45.13560502485052
559,-158.7461165890727
560,92.53266335999069
561,-43.34275700639773
562,-24.699774996113774
563,-124.46318373021495
564,99.43865407307567
565,-85.79946752473188
566,302.72144789512276
567,-67.64677565037346
568,-3.712117972123451
569,-33.960560389226885
570,181.77405169928352
571,81.39101378837222
572,175.1664538419227
573,-174.44796736054013
574,-13.30724121916137
575,-70.77124268565603
576,284.79226490591645
577,-106.33496315280536
578,-160.02518035654975
579,-43.110650983919186
580,2.4586615631415043
581,22.764976609332734
582,-65.31104133119334
583,-127.68758945475201
584,-225.760360475997
585,-14.564347336818173
586,14.618035688838063
587,195.2450197518665
588,46.433342690063
589,-21.783872939620778
590,6.038885559077244
591,-1.1146827074571775
592,-222.41766874776658
593,-44.71153650726956
594,-429.93265875238467
595,-0.4653716824213916
596,-104.93399121035327
597,-26.681756628840958
598,-57.10451006576477
599,81.908577428856
600,163.23925290845546
601,-193.49314853728538
602,-91.8811405577926
603,128.0389023921598
604,-88.80050702447625
605,142.17535770824543
606,-96.14071935881475
607,36.83626551511952
608,-33.91131661459076
609,294.2255661444742
610,-108.76220475004811
611,-49.78541339628646
612,-267.63954875021955
613,-93.42123200601418
614,-89.07661339970764
615,-18.809512679479667
616,170.63297425455494
617,-361.15867605426683
618,-289.7540716722997
619,-390.6404279438266
620,-11.912937235911158
621,-139.1937736019263
622,134.596835583312
623,161.2472888586799
624,-144.35620068580647
625,-124.7096627874489
626,-307.5281369737786
627,-225.1981915894885
628,18.531760876061526
629,156.09786266684205
630,87.3274786225611
631,-42.75395966071483
632,-73.41642715410853
633,202.32306155754486
634,155.979798909495
635,7.809413626397145
636,-129.30004854145773
637,371.24339891314776
638,-128.10072903975924
639,75.32215346716293
640,-37.9473202614281
641,428.000484077118
642,203.7252768619819
643,98.9938255891957
644,-219.65495651031415
645,208.0854424595018
646,64.25353799592267
647,3.688240620220313
648,248.10772234241813
649,118.36151130495637
650,-169.34423026243167
651,66.86577706294884
652,102.84831599122845
653,-125.55964470894105
654,31.36795514095138
655,200.03760811408574
656,111.20969152748694
657,305.35932827081706
658,-207.07643959462803
659,-169.1028446148739
660,141.08521253917206
661,451.79570279783184
662,153.96784145923084
663,258.38573513417214
664,4.152747019496019
665,230.2330807989092
666,-37.19069025425051
667,-429.12081496977044
668,193.2506266536875
669,-235.18511172142826
670,93.14499110108409
671,261.72592296621224
672,156.66648945827365
673,178.1267115339797
674,2.5725686192145076
675,-97.13147863201993
676,26.92954451130936
677,253.6931299605003
678,203.8136338391305
679,-397.37695235493265
680,248.16303349246846
681,73.02135900118083
682,-91.96025863846626
683,-322.19931097621884
684,129.39596904164318
685,219.4064391701304
686,-298.1135909412387
687,-1.3713485276639403
688,-234.0974736405915
689,26.084862409352354
690,188.95874995073063
691,55.6620378485477
692,438.673611630491
693,-279.43615903538375
694,62.429355622429284
695,166.79434364967165
696,-407.47613373881177
697,-272.7867686554746
698,331.43950000675795
699,16.236450560321828
700,143.31872817399744
701,277.07637455985605
702,139.03175887322868
703,90.86630966462508
704,412.2088057550409
705,-28.82817385935232
706,239.9827013821814
707,-173.30632278190023
708,124.81485035107107
709,-196.92394240801332
710,-68.47823908793362
711,-64.83607599781135
712,-105.12334722209744
713,-98.52306665324068
714,324.67735270149205
715,-92.57882718905239
716,-117.1184902877576
717,-118.72596019634511
718,197.47738794090947
719,28.998834668762356
720,240.89785058928283
721,8.218601370701435
722,-270.0687491259014
723,94.79552498008525
724,81.95842839828038
725,68.61533919705835
726,128.1946443794841
727,32.82404794573267
728,-31.930181626879858
729,-101.5731931297214
730,214.6036349267997
731,187.18347879571957
732,295.1070696866045
733,125.02190245302518
734,27.29285724775582
735,102.22393805293359
736,-1.4483239572400635
737,30.959181658354282
738,101.11938412765448
739,63.3020171811022
740,157.0264396524235
741,24.171897160584194
742,277.5556035595455
743,-41.72929759274666
744,50.37408978647363
745,-58.49725573833712
746,8.457361004100676
747,-135.4977773658611
748,-151.52966266067233
749,-95.98974288103273
750,43.08108030298354
751,153.551666492418
752,-205.26201856139596
753,-946.0776598082703
754,-63.12655759691188
755,21.385006506106947
756,-278.6833025771448
757,117.00545388531464
758,-213.8135179536257
759,-87.07851623048373
760,-207.89073028424718
761,-51.460338226681415
762,66.46293885527666
763,-177.900697892037
764,114.04431058164846
765,-94.67832412093412
766,126.88796121491032
767,-36.53951165890612
768,-935.0766274815633
769,235.70134992560634
770,161.79502146219602
771,-50.32874713585443
772,129.70626349945633
773,186.084494144352
774,-144.8090028509505
775,-89.77465945597214
776,111.16357272314417
777,-57.65533987780509
778,-41.60660779747923
779,-264.93470021100075
780,-139.71263031553826
781,-139.99298185082807
782,234.0922740876158
783,258.5613603541442
784,69.78283443508917
785,189.9724921917841
786,-8.72325824652944
787,230.98610298132553
788,-105.24675306530662
789,-84.49745344739495
790,-103.49691959031225
791,-14.574744653744347
792,-58.04428801607537
793,-268.4066012198855
794,-534.6735709707282
795,-6.8761860843260365
796,161.9056337382317
797,518.459766113494
798,-168.70212229335266
799,83.516890850462
800,-162.49488593270144
801,-76.00846845924934
802,-25.28222150827969
803,-37.16188210945438
804,178.35462526856827
805,-72.08187810170239
806,3.558976305010219
807,184.9450873638507
808,92.0716592666904
809,-84.67580770912355
810,-263.4661260382254
811,67.76010641790526
812,58.01458049167741
813,155.81140951387897
814,-126.77940891611433
815,-60.278936542848896
816,-263.5062288689096
817,-26.471874507866232
818,155.19445422846547
819,9.002870994852856
820,-57.53599897256936
821,110.93773663585489
822,113.12228649284043
823,94.83133330792043
824,132.77646575610015
825,16.099463243624996
826,221.79092203344953
827,-88.41002047902475
828,27.353158079442437
829,-72.9624810103378
830,-104.00059480055279
831,373.26348617060285
832,-85.92631965187502
833,63.22410656910324
834,79.24587362802959
835,-166.9164052815122
836,-111.1764942189493
837,8.46392138851661
838,119.10476804839527
839,-192.09234019609357
840,-102.39602135132918
841,172.66900915748374
842,105.87840216369477
843,-32.874015240779045
844,139.12811228667306
845,160.30251672261147
846,7.686757536877849
847,39.804772656336354
848,-60.15094631142347
849,64.32306321373835
850,78.91577441408299
851,40.6236623205059
852,92.71599018689813
853,205.97832592026134
854,79.08781551349784
855,116.95996904579806
856,146.08674062332284
857,164.68452946809157
858,-196.7049610609738
859,-103.98625914363583
860,276.7815632654001
861,142.6846277579807
862,-133.67986937446312
863,-16.605567912010883
864,117.52602853773988
865,1.1743035643876283
866,72.5389232711259
867,87.36979078333934
868,160.72339213122177
869,89.41174350983965
870,-5.263084183576211
871,43.36809251705381
872,82.61771558933106
873,-20.784100103990568
874,-39.85635161835671
875,-21.09221136918495
876,18.339733541273745
877,149.20597156579242
878,75.13573851444562
879,250.88445944420346
880,84.52310928433326
881,-55.286745767705725
882,17.104514297790956
883,-59.345216237235945
884,-60.270852334162555
885,-29.52810476160448
886,160.13799855418983
887,-312.07754495015433
888,-160.58397087441335
889,129.8282253112593
890,144.6657551576045
891,31.169046302327843
892,-48.20383377086546
893,295.8639052070048
894,-28.265908021170617
895,-14.022362543193594
896,-68.21162116735286
897,97.48576377690006
898,276.88162320532865
899,-126.23419776953597
900,-247.73399094952038
901,-1.8476050386852876
902,134.24645534648516
903,116.90645693020633
904,263.21685337053896
905,-82.32226475300376
906,55.19592727894451
907,33.87605190168688
908,14.781705244020486
909,9.216841595065489
910,57.90379264258081
911,172.34452995073661
912,-72.64876156784521
913,-53.37266620782066
914,79.03327997900851
915,63.65031566862854
916,-22.935484268458822
917,31.95803037163205
918,233.44758669495423
919,168.53999745606598
920,45.00391912784835
921,165.86800140223932
922,313.8111064764762
923,21.910816740017253
924,59.867587389278924
925,35.602440638314874
926,108.71665352431228
927,-208.90945232516606
928,24.19548712856158
929,-105.48456760491717
930,171.26051337986246
931,40.00103470526665
932,-158.5722778903655
933,-144.89515203276824
934,90.78587358795085
935,-2.831295148962454
936,110.75195798002096
937,16.216165534153333
938,-60.26019856925268
939,-16.402524974817425
940,-151.10480090183773
941,9.220835463807816
942,-26.55958421539617
943,-106.8781971747685
944,72.22908906901102
945,-90.8668725856387
946,55.50706205194547
947,-21.609047112626286
948,-41.35895504533801
949,129.98412389034092
950,-66.73783365119925
951,86.03405114323141
952,48.65937953608773
953,61.72635019462177
954,35.535672778351
955,189.52280170473932
956,53.22002516084285
957,-101.901866818509
958,2.174997234094917
959,85.1951138351451
960,118.32903726027507
961,49.61137750559101
962,7.3172782310211915
963,107.70006876419757
964,18.66452356271475
965,-227.28097640883425
966,361.8782678710195
967,-28.33298661126537
968,39.80966008325595
969,-122.70756118795362
970,14.452721228808514
971,-28.81957681699714
972,-50.82198444264213
973,46.397825820575235
974,-108.87790684078755
975,-4.26960649706416
976,27.34119854833989
977,-44.66078348730116
978,400.5211537139112
979,-41.44701250712387
980,56.14547365279759
981,-138.4376666559665
982,-59.79325481530759
983,-6.654033909608188
984,77.9358007116225
985,44.08643675449821
986,89.48348097863618
987,105.07982912716034
988,-11.877337141678254
989,-75.37049434334403
990,-63.06685153125909
991,-88.27123996542196
992,-128.41418097269616
993,18.191575348721017
994,-133.27156179860322
995,27.803757645810038
996,-121.37802871435088
997,-6.955616635175829
998,81.49513124206715
999,152.62481713374837
1000,-52.55923574544249
1001,-186.58012338056142
1002,-147.97982298853276
1003,61.54573655903732
1004,348.25794737765864
1005,-410.4159046029672
1006,122.39170709100836
1007,-24.769964794926636
1008,-108.77663126062907
1009,3.2296364334852115
1010,-238.76096317156043
1011,20.90002648623158
1012,249.56034566298877
1013,488.3712873757686
1014,24.377502627154172
1015,14.112901512071403
1016,-130.3375300166881
1017,21.643193998017523
1018,251.62697167956503
1019,-63.583899049583124
1020,5.608364193969464
1021,-278.05823982242873
1022,-90.20904756906384
1023,-306.80342437379295
1024,25.487048866307305
1025,-124.60614103191983
1026,-110.05427725434674
1027,-18.19671921545887
1028,-101.7989145851734
1029,279.0495611176557
1030,-212.26997859405128
1031,183.55887787520442
1032,278.07077624769954
1033,-172.2765831800989
1034,-231.47414952206418
1035,-77.62942945107898
1036,-5.0327011477584165
1037,-79.60934957203608
1038,-345.9669148885623
1039,30.712043770983655
1040,260.23925977009094
1041,57.3581373626439
1042,-204.56892188946586
1043,154.52845905892173
1044,-35.00830044078248
1045,-49.070158100556
1046,97.62635668199619
1047,341.7463128446998
1048,-28.300502721383964
1049,347.86864483365025
1050,-181.57042884679322
1051,-64.1961399592874
1052,-66.82366861192895
1053,-41.409912323751996
1054,132.72779968695068
1055,102.46541293949304
1056,-186.57402181167163
1057,-42.04370750624912
1058,-152.8652441540562
1059,-9.751280027401663
1060,430.333027743407
1061,83.73746445862707
1062,-12.809657525336661
1063,-23.196470014123406
1064,85.15099185744839
1065,7.377942143457403
1066,-109.69583545271234
1067,-20.793620936283332
1068,-116.8192646899588
1069,-49.27797736731918
1070,-106.35958069099615
1071,102.95304204472632
1072,-16.05997671759178
1073,16.06933495818157
1074,38.866758792421024
1075,9.594652153238712
1076,205.84891080082525
1077,133.49884381068478
1078,160.20221865707208
1079,180.58243934566235
1080,157.6404329738234
1081,-225.9414353062457
1082,-289.0139616591641
1083,82.78004272943508
1084,68.42476269816689
1085,-45.121078918982676
1086,29.45551029491253
1087,100.33747745142864
1088,154.06890198873407
1089,-45.55743257920403
1090,-32.451888033629075
1091,-68.97259778884836
1092,27.106385041168323
1093,-64.99802390043078
1094,141.13565590066537
1095,-223.37340630791005
1096,-58.87516237165437
1097,-40.30803712885972
1098,273.2021779402985
1099,-86.21337443383527
1100,76.91805913983626
1101,75.41771540657828
1102,-50.16161242279486
1103,91.21022000604171
1104,59.95160528820452
1105,-12.990435957466616
1106,17.129484590845095
1107,129.5613073147415
1108,41.676758979414444
1109,282.8942823697671
1110,-126.9301063652274
1111,145.26564250516822
1112,-119.01146229699589
1113,157.1044687296544
1114,106.18120650072615
1115,-105.30386756644566
1116,61.1133783676587
1117,29.88398817295547
1118,18.000812031437817
1119,-47.82456686598562
1120,-64.8009251202493
1121,72.55913084160056
1122,23.08751102286078
1123,95.75778823235305
1124,120.74418222853456
1125,-187.09176945898434
1126,-71.46484098246947
1127,103.15593200818512
1128,37.69523873770231
1129,-94.52799017957295
1130,-31.49829621515164
1131,-134.32145917622438
1132,98.41410990142322
1133,-125.03057232399988
1134,66.36766750582683
1135,28.966874670588368
1136,-25.269729199611902
1137,-95.83834673918136
1138,-5.346477261171458
1139,-171.3404043303217
1140,-95.93004426632615
1141,28.032097566005177
1142,6.33831758238648
1143,-64.60337642384366
1144,-200.24486856045405
1145,-32.349379987257635
1146,55.4627842993541
1147,-78.4313166488846
1148,-168.84048666822855
1149,18.061646067271795
1150,155.18723123361997
1151,-82.54551677988093
1152,107.26452683288062
1153,-42.86247243825892
1154,-64.18549254819118
1155,-148.18833251343858
1156,2.686973407622645
1157,-20.329157171795487
1158,-15.287112256599357
1159,79.19058378125465
1160,94.78123021962892
Total,26250.881404344833
